name,path,anger_ra1,anger_ra2,caseid,enthusiasm_ra1,enthusiasm_ra2,fear_ra1,fear_ra2,immigrants_ra1,immigrants_ra2,legal,open ended response,pid_rep,treat,txtorg_id
,,2,2,149,2,2,0,0,0,0,1,"when i think of immigration i think of people who enter this country legally, who go through the proper immigration process, no matter how long it takes.  i think of people who are willing to learn the english language, make an honest living, honor our country and pledge allegiance to our flag.  those who come to america by any other means, who sneak in here and file false paperwork, who think they have the right to drive and have a license, who manage to obtain false ssn's don't deserve to be here, and our borders need to be much, much more secure.",0.16666999,0. think,2769c116-757f-11e2-ad47-88532e617cea
,,0,0,242,0,0,0,1,1,2,0,immigrants who have married an american but their spouses die are still sometimes kicked out of the country once they are widowed. i am also concerned about how difficult it is to get a green card.,0,1. worried,2769f7e4-757f-11e2-ad47-88532e617cea
,,0,0,305,0,0,1,1,0,0,0,"fences across the southern us border, welfare payments, illegal citizens",0.16666999,0. think,276a18a0-757f-11e2-ad47-88532e617cea
,,0,0,136,0,0,2,2,0,0,1,"legal immigration does not concern me,  illegal immigration does- it could bring in disease, put a burden on schools and healthcare, it could lead to security concerns",0.833,1. worried,276a333a-757f-11e2-ad47-88532e617cea
,,0,0,461,0,0,1,1,0,0,0,overcrowding,0,0. think,276a50f4-757f-11e2-ad47-88532e617cea
,,0,1,343,0,0,0,1,1,2,0,"the rising sentiment against immigrants. people seem to forget that not all immigrants are illegal, and that our nation was born of immigrants.",0.66667002,1. worried,276a68f0-757f-11e2-ad47-88532e617cea
,,0,0,34,0,0,1,1,0,0,0,"i think of illeagal immigrants
i think of immigrants that could be terroist",0.833,0. think,276a85c4-757f-11e2-ad47-88532e617cea
,,0,1,372,0,1,1,2,0,1,0,"opportunity for the immagrants
higher burden on the taxed citizens
founding fathers
we're paying for their health costs
illegal immagration is illegal.",0.16666999,0. think,276aa07c-757f-11e2-ad47-88532e617cea
,,1,1,154,0,0,0,1,0,0,1,"i think about illegal immigrants.
giving them services paid for by tax dollars paid for by residents and legal immigrants.",0.833,1. worried,276ad5e2-757f-11e2-ad47-88532e617cea
,,0,2,260,1,2,2,2,0,1,1,"illegal immigration; hispanics; entitlements; not paying taxes, social security; requiring all manners of info tobe inspanish as well as english; borders to the south, texas, ca, etc; gangs; crime; drugs; but positive thoughts about legal alilens here with work visas...hard workers, good people trying to make a better life for their families,",0.66667002,0. think,276af432-757f-11e2-ad47-88532e617cea
,,1,1,24,0,0,1,1,0,0,0,"illegal immigration
increasing cost to me for healthcare for illegals who come here and have babies.",0.66667002,1. worried,276b1e4e-757f-11e2-ad47-88532e617cea
,,0,0,101,0,0,0,0,0,0,0,nothing,0.333,0. think,276b3a96-757f-11e2-ad47-88532e617cea
,,0,0,68,0,0,1,2,0,0,0,"the number of illegal immigrants, the strain on our resources (including schools, hospitals, etc.)",0.66667002,1. worried,276b536e-757f-11e2-ad47-88532e617cea
,,0,0,243,0,0,1,1,1,0,0,i worry that newer immigrants are not assimilated as easily into this country as in the past,0.16666999,1. worried,276b79f2-757f-11e2-ad47-88532e617cea
,,0,1,160,0,0,1,1,0,0,1,"legals (desirable) vs. illegals (criminals)

very complicated

many do what is good for themselves, rather than what is fair and just.",0.833,0. think,276b9630-757f-11e2-ad47-88532e617cea
,,0,0,151,0,0,0,1,0,0,0,"border control, certain illegal immigrants tolerated, and others immediately deported.",0.333,0. think,276bb552-757f-11e2-ad47-88532e617cea
,,0,0,216,0,0,0,0,0,0,0,illegals,0,0. think,276bcfec-757f-11e2-ad47-88532e617cea
,,0,0,113,0,0,0,1,0,0,0,"i am most worried about the conception that forms in the relation of the modern nation state to that of the foreigner.  a relation of same and other is established that marginalizes the other in such a way as to turn hospitality into slavery.  the largest worries of immigration manifest themselves as concerns over economic effects primarily because the nation state has communally devolved into a neoliberal capitalist organization.  it is the corporisation of the state that governs the question of immigration, the question that is then framed in terms of resources and production.  my worry is that capitalist democracy will continue to perpetuate itself and replace community with individualism, consumerism, and the great american freedom-the freedom to buy",0.333,1. worried,276be914-757f-11e2-ad47-88532e617cea
,,0,0,134,0,0,0,0,0,0,1,just have everyone come in legal,0.16666999,0. think,276c21b8-757f-11e2-ad47-88532e617cea
,,0,0,447,0,0,1,1,0,0,0,all the illegals coming in to the country.,0.66667002,1. worried,276c3ec8-757f-11e2-ad47-88532e617cea
,,0,0,233,0,0,1,1,0,0,0,job avalability,0.66667002,1. worried,276c59bc-757f-11e2-ad47-88532e617cea
,,0,0,21,0,0,1,1,0,0,0,"i'm concerned the immigrants might not understand that democracy, which provides many freedoms, requires we act responsibly toward others to allow them their freedoms.",0.833,1. worried,276c746a-757f-11e2-ad47-88532e617cea
,,2,2,172,0,0,0,2,0,0,1,"i think any illegal alien should be deported with no questions. if they come here and break our laws they deserve no consideration and should be treated as criminals and actively persued.

illegals should get no benefits at all in anyway. no welfare of any kind and again deported.

legal immigrants should be required to learn english before becoming a citizen. a certain amount should be required in a set period of time. 

 a criminal record should be reason for a visa to be denied.",0.66667002,1. worried,276c98a0-757f-11e2-ad47-88532e617cea
,,0,0,170,0,0,1,1,0,0,0,"border security is my major concerns. however, immigration needs to be better informed with screening of potential terrorists.",1,1. worried,276cd96e-757f-11e2-ad47-88532e617cea
,,0,0,307,1,1,1,1,0,0,0,people from other countries coming to america for a chance at a better way of life.  people illegally entering this country.,0.16666999,0. think,276d1424-757f-11e2-ad47-88532e617cea
,,0,0,138,0,0,0,1,0,0,0,war,0,1. worried,276d7b1c-757f-11e2-ad47-88532e617cea
,,2,2,308,0,0,2,2,0,0,0,"too many non speaking english americans
too many people that do not stand with what we were founded on.

too much trouble wanting their ways and not becoming americanized",0.66667002,1. worried,276db0aa-757f-11e2-ad47-88532e617cea
,,0,0,41,0,0,1,1,0,0,0,the unemployment and health care issues of americans,0.333,1. worried,276ded9a-757f-11e2-ad47-88532e617cea
,,0,0,168,0,0,2,2,0,1,1,"legal immigration is ok and needed in u.s.
illegal immigration is very wrong for u.s.
 - causes job loss for citizens
 - drain on ""medical system""
 - crime rises in communities where
   illegals stay",1,0. think,276e1be4-757f-11e2-ad47-88532e617cea
,,0,0,274,0,0,0,1,0,0,0,"wall construction
amnesty",0.333,0. think,276e515e-757f-11e2-ad47-88532e617cea
,,0,0,283,1,1,0,1,1,2,0,"jobs that no one else will do for a low wage, people that are taken advantage of, and hated for wanting a better life.",0,0. think,276e7b66-757f-11e2-ad47-88532e617cea
,,1,1,427,0,0,1,1,0,0,0,non us citizens coming over to the us and taking our jobs.,0.833,0. think,276eace4-757f-11e2-ad47-88532e617cea
,,0,0,187,1,1,0,0,0,0,0,the history of this country. this country has a strong history with immigration being a crutial part.,0.5,0. think,276f29a8-757f-11e2-ad47-88532e617cea
,,2,2,212,0,0,0,1,0,0,0,no one speaks english anymore.  we are giving immigrants free health care.  immigrants do not contribute anything to the economy.  the immigrants immediately send their earnings back home to their country.  i can go on and on and on .............,1,1. worried,276f5a54-757f-11e2-ad47-88532e617cea
,,2,2,97,0,0,0,2,0,0,0,"illegals getting all the benefits that us americans can't.  they get free medical, which causes met to have to pay $125 and up to visit a doctor due to no insurance which i can't afford.  grandmother who gets less than $600 a month, can't even get food stamps and i see people who can't speak english with hundreds of dollars of groceries all the time.  can't speak english means didn't work here and put into the system like the rest of us.",1,1. worried,276f946a-757f-11e2-ad47-88532e617cea
,,0,1,18,0,0,0,1,0,0,0,"college students, grad students, foreign motel owners,stolen technology, passports, migrant workers, landscape workers, legal and illegal immigration",1,0. think,276fe5c8-757f-11e2-ad47-88532e617cea
,,0,0,406,1,1,0,0,0,0,1,i think its a good thing bc the ones that live n the usa and is legal means we can now have more houses and job and dont have to worry bout them and problems they cause,0.833,0. think,2770095e-757f-11e2-ad47-88532e617cea
,,0,0,315,0,0,0,0,0,0,0,people from other countries coming to the usa to work,1,0. think,2770305a-757f-11e2-ad47-88532e617cea
,,0,0,415,0,0,1,1,0,0,0,overpopulation,0,1. worried,27704f0e-757f-11e2-ad47-88532e617cea
,,0,0,311,0,0,0,0,0,0,0,i am not worried about immigration.,0.66667002,1. worried,277068e0-757f-11e2-ad47-88532e617cea
,,0,0,285,0,0,1,1,0,0,0,i am concerned with citizen benefits being given to illegal aliens who probably are not paying into the system.  this will bankrupt this nation sooner or later.,0.66667002,1. worried,277085a0-757f-11e2-ad47-88532e617cea
,,1,1,229,0,0,0,1,0,0,1,don't think illegal immagrates who have lived here for years should receive special treatment.  they should still go through the process and become citizens just like anyone else coming to this country.  they've had a free ride and we've paid for it.,0.66667002,1. worried,2770a95e-757f-11e2-ad47-88532e617cea
,,0,0,281,0,0,0,1,1,1,1,"i do not like the ifea of illegal immigration, but i also think it is too difficult to legally get residency in this country, especially if you are seeking asylum from religious persecution.",0,0. think,2770d302-757f-11e2-ad47-88532e617cea
,,0,0,249,0,0,0,2,1,2,0,the construction of the fence along the border. the deaths of people smuggled into the us in unventilated trucks.  people starving or freezing to death in the desert,0,0. think,277100ca-757f-11e2-ad47-88532e617cea
,,0,0,324,0,0,2,2,0,0,0,"schools, hospitals, total infrastructure of our communities",1,1. worried,277125dc-757f-11e2-ad47-88532e617cea
,,0,0,110,0,0,0,0,0,0,0,"illegal immigrants coming from mexico, border patrol around texas, california, etc,",1,0. think,27714508-757f-11e2-ad47-88532e617cea
,,1,1,292,0,0,0,2,0,0,0,"border security is lacking. 
mexicans have no regard for our system of law.
washington has let illegal immigration go on, too long",1,1. worried,2771684e-757f-11e2-ad47-88532e617cea
,,0,0,423,0,0,1,1,0,0,0,that people who are violent might come over.,0.333,1. worried,27718c5c-757f-11e2-ad47-88532e617cea
,,1,1,265,0,0,1,1,0,0,0,"illegal, getting services they don't deserve, not learning to speaknglish e",0.833,1. worried,2771a958-757f-11e2-ad47-88532e617cea
,,0,0,358,0,0,2,2,0,0,0,"illegal immigration,cost of social services for illegals,cost of illegals without car insurance, lost jobs, crime,",1,0. think,2771c852-757f-11e2-ad47-88532e617cea
,,0,1,23,0,0,0,0,0,0,0,"the current debate centers on illegal immigrants from mexico.  i think our immigration policy should be as stringent as the mexican policy, which makes it extremely difficult for americans to work or live in mexico.",0.5,0. think,2771e940-757f-11e2-ad47-88532e617cea
,,0,0,132,0,1,1,1,0,0,0,"taxes, public services, opportunity.",0.333,0. think,27720e98-757f-11e2-ad47-88532e617cea
,,0,0,218,0,0,0,0,0,0,0,not well versed.,0.833,1. worried,27722982-757f-11e2-ad47-88532e617cea
,,0,0,370,0,0,1,1,0,0,0,"bad for  every thing,,",1,1. worried,277242aa-757f-11e2-ad47-88532e617cea
,,1,1,169,0,0,0,1,0,0,0,we have laws on the books why dont we use them. illigals should be deported no exception.,0.833,0. think,27725ea2-757f-11e2-ad47-88532e617cea
,,1,1,310,2,1,0,1,0,0,0,"people form many countries coming to the united states for a better life. learning to speak english;being self supporting and becoming a citizen of the usa. flying one flag,keeping their history a part of their lives,but not forcing their way on everyone else..there's apart of my town i was raised in, but now cannot go shopping on that side because no-one speaks 
english..  when did i leave the usa?
",0.16666999,0. think,27727f36-757f-11e2-ad47-88532e617cea
,,1,2,348,0,0,2,2,0,0,0,"illegal immigrants getting health, social security and ssi benefits when they have paid nothing into the system.  we need to make english the language of usa.",0.16666999,1. worried,2772be60-757f-11e2-ad47-88532e617cea
,,1,0,121,0,0,0,1,0,0,0,that they are getting money that really could be used to help our poor here in the usa,1,1. worried,2772e502-757f-11e2-ad47-88532e617cea
,,0,0,163,0,0,1,0,0,0,0,people entering without paperwork,0.66667002,1. worried,277309b0-757f-11e2-ad47-88532e617cea
,,0,0,82,0,0,0,0,0,0,0,i think it is a double edged sword.,0.333,0. think,27732490-757f-11e2-ad47-88532e617cea
,,0,0,272,0,0,1,1,0,0,0,"no control.  us has lost all control.  not only illegel but drugs etc., etc. enter each day.",0,1. worried,277356ea-757f-11e2-ad47-88532e617cea
,,0,0,14,0,0,0,0,0,0,0,"i think of, first off, where i grew up. southern california is full of immigrants from much of south & central america.",0,0. think,2773751c-757f-11e2-ad47-88532e617cea
,,0,0,428,0,0,0,0,0,0,0,illaglal,0.833,0. think,27739556-757f-11e2-ad47-88532e617cea
,,0,0,405,0,0,1,1,0,0,0,could continue to be a major disagreement amongst americans.,0.333,1. worried,2773af1e-757f-11e2-ad47-88532e617cea
,,0,1,277,0,0,0,0,0,0,0,close the borders,1,0. think,2773c986-757f-11e2-ad47-88532e617cea
,,0,0,443,0,0,1,2,0,0,0,"english as primary language
equality for all
traditions and customs
fear of the unknown",0.16666999,1. worried,2773e394-757f-11e2-ad47-88532e617cea
,,0,1,202,0,0,2,2,0,0,0,"bigger taxes
larger deficits
unfair amnesty
no social security $",1,1. worried,27740932-757f-11e2-ad47-88532e617cea
,,0,1,344,0,0,2,2,0,0,0,"crime, possible terrorists, taking jobs from citizens, not learning our language",0.66667002,1. worried,27744b86-757f-11e2-ad47-88532e617cea
,,0,1,364,0,0,1,1,0,0,0,"i think with our (us) needing more  help here ,and less over seas  ,i think there should be a complet stop of letting people in the us so anyone of them cant kill anyone of us anymore.and all of our men and woman shoud be brought back to the us , instead of fighting a war we dont belong in ...",0.66667002,0. think,277481aa-757f-11e2-ad47-88532e617cea
,,0,0,195,0,0,0,0,1,0,0,"illegal immagrants, refugees from other contries seeking assilum, border patrol",1,0. think,2774c692-757f-11e2-ad47-88532e617cea
,,0,0,234,0,0,1,1,0,0,0,strain on health care and education systems,0,0. think,27751476-757f-11e2-ad47-88532e617cea
,,0,0,191,0,0,1,2,0,0,0,jobs- healthcare- schools - gangs,0.66667002,1. worried,27754b08-757f-11e2-ad47-88532e617cea
,,1,1,183,0,0,0,1,0,0,0,"mexicans working here and not paying taxes,fences won't work we need to go to a flat tax with a discount rate for seniors.",1,0. think,27757916-757f-11e2-ad47-88532e617cea
,,2,2,317,0,0,0,2,0,0,0,"expense.  why we are not enforcing the laws we already have on the books. possibility of terrorists getting in more easily. why are we accomodating the aliens by printing things in other languages and having to push buttons to hear things in our own language.  why do we give free medical services to them when we can even take care of our own first. insurances going up to cover immigrants.  it seems that they are better accomodated than our own citizens. they are given rights, which they have not earned. i'm retired and i'm tired of costs going up because they are able to use and abuse our system to our debtrement.",1,0. think,2775b2be-757f-11e2-ad47-88532e617cea
,,0,0,426,0,0,1,1,0,0,0,illegal immigrants and terrism,0.66667002,1. worried,27761bbe-757f-11e2-ad47-88532e617cea
,,2,2,15,0,0,0,1,0,0,0,"i want illegals gone.  they cost my husband his business.  they come here undercut the americans, and then raise their prices after they've driven hard working americans out of their jobs.",0.5,1. worried,27764a12-757f-11e2-ad47-88532e617cea
,,1,1,189,0,1,0,2,1,1,0,"poor people wanting a better life because their own country is so full of 
corruption. they have found it too easy to slip accross the border and our government must have some reasons for wanting them here to keep our wages lower. it has kept pur young from summer jobs. they are a major drain on 
our health care system as well as all the welfare that many get. i don't what the answer is to fixing the problem with the ones already here but amnesty as it was done the last time is not the answer either. i personally helped 3 women get their papers the last time and as far as i know only 1 became a citizen. i beleive they should all speak english and we shouldn't have to pay extra so they can learn. it should not be our job t learn spanish.",0.66667002,0. think,2776906c-757f-11e2-ad47-88532e617cea
,,1,2,263,0,0,0,1,0,0,0,"the government seems to think we need to give everybody a free ride even though they are here illegaly.  if all of the free medical care they recieve and all the other benefits they recieve was denieded them the legal americans like me could afford proper medical care, prescriptions amoung other things.",0,0. think,27770a74-757f-11e2-ad47-88532e617cea
,,0,0,439,0,0,0,0,0,0,0,people coming from another country,1,0. think,27777644-757f-11e2-ad47-88532e617cea
,,0,0,382,0,0,1,1,0,0,0,"mexico, fences, death",0.333,0. think,2777a0b0-757f-11e2-ad47-88532e617cea
,,0,0,291,0,0,1,2,0,0,0,"i'm a painting contractor and worry about lower painting wages which translates to cheaper costs overall.  i cannot do jobs as cheaply, while providing my own health care and day to day living expenses.",1,1. worried,2777ca9a-757f-11e2-ad47-88532e617cea
,,0,0,334,0,0,1,1,0,0,0,"illegal aliens, national security, the border with mexico",0.833,0. think,27780438-757f-11e2-ad47-88532e617cea
,,0,0,153,0,0,1,2,0,0,0,"violence, social security, welfare",0.16666999,1. worried,27783516-757f-11e2-ad47-88532e617cea
,,0,0,62,0,0,0,1,0,0,0,it is too easy an overly inviting to be an imigrant,0.333,0. think,27788822-757f-11e2-ad47-88532e617cea
,,0,1,247,0,0,1,1,0,0,0,"illegal immigrants coming into our country.
illegal immigrants being a artificially low wage earner which takes away jobs that could go to americans.
illegal immigrants working here but not paying their fair share of taxes since it is in large part an underground ""cash based"" society",0.66667002,1. worried,2778b75c-757f-11e2-ad47-88532e617cea
,,0,0,279,0,0,1,1,0,2,0,the over-hyped concern over a relatively minor problem concerns me.,0,1. worried,27792098-757f-11e2-ad47-88532e617cea
,,0,0,231,0,0,0,0,0,0,1,"people should be allowed to come over here, but there should be some guidelines.",0,0. think,27794f32-757f-11e2-ad47-88532e617cea
,,0,0,379,0,0,1,2,0,0,0,"social security, jobs, health care.",0.66667002,0. think,27797d36-757f-11e2-ad47-88532e617cea
,,0,0,355,0,0,1,1,0,0,0,"crime rate, illegal immigration,",0.833,1. worried,2779a932-757f-11e2-ad47-88532e617cea
,,0,1,75,0,0,1,1,0,0,0,"we need to get the upper hand on immigration, and treat everyone equally.
we don't need to just start handing out licenses. 
and let's keep america's #1 language english!!!",0.5,0. think,2779da7e-757f-11e2-ad47-88532e617cea
,,1,1,320,0,0,0,0,0,0,1,i donot like ethinic groups not learning our language. if they live here they should speak english. i believe they should get here legally.,1,0. think,277a14bc-757f-11e2-ad47-88532e617cea
,,0,0,469,0,0,0,1,0,0,0,"mexico
nazi
illegal",0.333,0. think,277a4d4c-757f-11e2-ad47-88532e617cea
,,0,0,44,0,0,0,0,0,0,0,"mexico
difficult",0,0. think,277a7966-757f-11e2-ad47-88532e617cea
,,0,0,390,0,0,2,2,0,0,0,"illegal immigrants
job loss
more crimes
school cost for immigrants",0,0. think,277aad3c-757f-11e2-ad47-88532e617cea
,,0,1,211,0,0,2,2,0,0,0,terrorists entering the u.s.  we have too many taxes as it is without supporting more people.  i don't like the fact the some immigrants don't have to pay taxes for the first 5 years they are here.  our schools are too crowded as it is.,0.333,1. worried,277ae5e0-757f-11e2-ad47-88532e617cea
,,1,2,215,0,0,2,2,0,0,0,"illegals taking our jobs
free health care
free loaders
other countries ""dumping"" their unwanteds in our country",1,1. worried,277b2654-757f-11e2-ad47-88532e617cea
,,0,1,333,0,0,1,1,0,0,0,"s.s. or the lack of it 
all the money the gov. spends on them",0.833,0. think,277b5b06-757f-11e2-ad47-88532e617cea
,,0,1,45,0,0,0,1,1,1,1,that there are different rules for people depending on the country they are coming from. westerns europeans and others from wealthy nations can easily enter the us but people from developing countries have a difficult time obtaining visas because too many  people have abused the system (sneaking into the country; using a tourist visa to enter and staying illegally).,0.5,1. worried,277b8fb8-757f-11e2-ad47-88532e617cea
,,1,0,330,0,0,2,2,0,0,1,"the confusion over ""illegal"" vs legal immigrants. illegal immigration: will dregrade our nation heritage, ulimately weaking our strengths. increased costs to the public, for all services. crime increases, cultural division.",0.66667002,1. worried,277bd522-757f-11e2-ad47-88532e617cea
,,0,0,126,1,1,0,1,1,1,1,"i think legal immigrants are great. i think the us should help other countries become better economically and safer places to live. we should work out a sensible,humanitarian and fair solution for the people & children that are here illegally. it isn't wise or safe to allow illegal immigration to continue as is.",1,0. think,277c1028-757f-11e2-ad47-88532e617cea
,,0,0,135,1,0,2,2,1,1,0,"wide open borders that allow terrorists to enter at will
increased costs of health care due to illegal immigrants taxing the hospital system
talk of amnesty causing a greater influx of illegal immigrants
on the other hand, tough immigration practices causing families to be torn apart when illegals are sent home
prices rising dramatically due to the loss of inexpensive labor",1,1. worried,277c5786-757f-11e2-ad47-88532e617cea
,,0,0,357,0,0,1,1,0,0,0,"more cost to me and america
safety",1,1. worried,277ca038-757f-11e2-ad47-88532e617cea
,,0,0,407,0,0,1,1,0,0,0,"drain on the economy,displacement of american workers",0.333,0. think,277cd35a-757f-11e2-ad47-88532e617cea
,,0,1,318,0,0,1,0,0,0,1,people coming to this country without following the rules to do that,0.833,0. think,277d0244-757f-11e2-ad47-88532e617cea
,,1,1,246,0,0,1,1,0,0,0,"taxes going up
jobs being taken away from our workers
i am tried of the new breed not learning our english!  when in  rome do as the romans do.",1,1. worried,277d33cc-757f-11e2-ad47-88532e617cea
,,1,1,178,0,0,0,1,0,0,0,we need to stop illegal immigration,1,0. think,277d77ba-757f-11e2-ad47-88532e617cea
,,0,0,300,0,0,0,1,0,0,0,it is out of control and nothing is really being done about it and im not sure anything can.,1,0. think,277da5e6-757f-11e2-ad47-88532e617cea
,,0,0,76,0,1,0,0,1,2,0,"i think that people who are already in america and who work, pay taxes should be granted asylum.",0.333,0. think,277dd872-757f-11e2-ad47-88532e617cea
,,0,0,147,0,0,0,0,0,0,0,illegal,1,0. think,277e0f54-757f-11e2-ad47-88532e617cea
,,0,0,451,0,0,0,1,0,0,0,struggles,0,0. think,277e88e4-757f-11e2-ad47-88532e617cea
,,0,1,38,0,0,1,1,0,0,0,ilegal immigrants drwaing medical and social security benrfits.,0.66667002,1. worried,277eb65c-757f-11e2-ad47-88532e617cea
,,0,1,173,0,0,0,0,0,0,1,"there is a difference between legal and illegal immigration .
stop the illegal.",0.5,0. think,277ee500-757f-11e2-ad47-88532e617cea
,,0,0,99,0,0,0,0,0,0,1,i think immigration is fine as long as they do it legally.,0.333,0. think,277f1386-757f-11e2-ad47-88532e617cea
,,0,1,20,0,0,0,0,0,0,0,i think they need to stop immigration in the us.,0.333,0. think,277f4126-757f-11e2-ad47-88532e617cea
,,0,0,367,0,0,0,0,0,0,0,"i
dont
know",0.333,0. think,277f936a-757f-11e2-ad47-88532e617cea
,,0,1,297,0,0,1,1,0,0,0,work taken away,0.333,1. worried,277fbe26-757f-11e2-ad47-88532e617cea
,,2,1,203,0,0,0,0,0,0,1,close the borders. come here legally. learn the language it's english!!,0.16666999,0. think,277fe95a-757f-11e2-ad47-88532e617cea
,,0,1,462,0,0,0,1,1,0,1,1. boarders need to be secured. 2. illegals need to be deported. 3.legals need to be treated fairly,0.66667002,0. think,27801812-757f-11e2-ad47-88532e617cea
,,0,0,398,0,0,1,1,0,0,0,job loss to those who would work for les pay.,0.833,1. worried,278049d6-757f-11e2-ad47-88532e617cea
,,0,1,205,0,0,0,0,0,2,0,that the fence is a ridiculous idea,0.333,0. think,278074ba-757f-11e2-ad47-88532e617cea
,,0,1,13,0,0,1,1,0,0,0,"coming in illegally and staying
increasing costs to those that do pay taxes",1,1. worried,27809dd2-757f-11e2-ad47-88532e617cea
,,0,0,87,0,0,2,2,0,1,0,"over population, jobs, lowered wages. prejudice, violence, terrorist.",0.16666999,1. worried,2780cba4-757f-11e2-ad47-88532e617cea
,,0,0,39,0,0,0,0,0,0,1,i believe we need to protect our borders.  we need to be sure people entering our country are doing so legally.,0.5,0. think,2780f6c4-757f-11e2-ad47-88532e617cea
,,0,0,91,0,0,0,0,0,0,0,"the us-mex border
statue of liberty
irish immigration
chinese railroad",0.333,0. think,27812b9e-757f-11e2-ad47-88532e617cea
,,1,2,289,0,0,1,1,0,0,0,"people that do not speak english in the united states, that take jobs away from americans because they will work for pennies then send it back to their home land and not put it back into our economy that is taking care of them. etc.",0.333,0. think,27815c22-757f-11e2-ad47-88532e617cea
,,0,0,345,0,0,0,0,0,0,0,illegal workers,0.16666999,0. think,2781bfa0-757f-11e2-ad47-88532e617cea
,,2,2,284,0,0,0,1,0,0,1,"#1 is it legal , #2 if not legal are they criminals ,terrorists , are they taking my job away , will they bother to learn english , do they really want to become american citizens or just collect bennefit from the government and the tax payer .",1,1. worried,2781ea66-757f-11e2-ad47-88532e617cea
,,0,0,268,0,0,0,1,0,0,0,problems,0.333,0. think,27822968-757f-11e2-ad47-88532e617cea
,,0,0,162,0,0,0,1,0,0,0,"inflation
illegals",1,1. worried,27825730-757f-11e2-ad47-88532e617cea
,,0,0,455,0,0,0,1,1,1,0,violence that may occur from people that are already here against immigrants and violence from immigrants because of frustration of unfulfilled dreams.,0.16666999,1. worried,27828318-757f-11e2-ad47-88532e617cea
,,0,0,120,0,0,0,1,0,0,1,legality of immigrants; border security,0.66667002,0. think,2782be32-757f-11e2-ad47-88532e617cea
,,0,0,220,0,0,1,1,0,0,0,"over crowding, jobs taken away from natural citizens",0.16666999,1. worried,278314ae-757f-11e2-ad47-88532e617cea
,,0,0,199,0,0,0,0,0,0,0,dont care,0.333,0. think,27833f10-757f-11e2-ad47-88532e617cea
,,0,0,94,0,0,2,2,0,0,0,"bad economy, crime rates, unemployment, money under the table...",0.333,0. think,27836800-757f-11e2-ad47-88532e617cea
,,1,2,73,0,0,0,1,0,0,0,illegals coming over the mexico boarder in droves to infest the country like cockroaches,0.833,1. worried,2783956e-757f-11e2-ad47-88532e617cea
,,0,0,459,0,0,0,0,0,0,0,who much of a waste of time it is,1,0. think,2783c3cc-757f-11e2-ad47-88532e617cea
,,0,0,371,0,0,2,2,0,0,0,"loss of jobs for americans
increase in crime
challenge on services such as healthcare",0.16666999,1. worried,2783f144-757f-11e2-ad47-88532e617cea
,,0,2,303,1,1,0,2,1,1,0,"migrant workers, mexicans, green cards, passports, border security, people willing to do jobs most americans don't want, multi-lingual culture, ignorance, fear, hypocrisy of americans",0.5,0. think,2784257e-757f-11e2-ad47-88532e617cea
,,0,1,376,1,1,1,1,0,0,0,"abuse of healthcare and welfare programs.
potential workers for less desirable jobs.",0.833,0. think,278467aa-757f-11e2-ad47-88532e617cea
,,1,1,85,0,0,0,2,0,1,0,dearth of creative ways to deal with problem; fact that large employers are getting a free ride with underpaid aliens; stupidity of govt. in erecting a fence; truckers from mexico using our roads and not paying taxes for the upkeep.,0.5,1. worried,27849bf8-757f-11e2-ad47-88532e617cea
,,0,0,3,0,0,1,1,0,0,0,the impact of illegal imigration on our schools and health care system,1,1. worried,2784dd20-757f-11e2-ad47-88532e617cea
,,0,0,326,1,1,0,0,0,0,1,"since my grandparents were immigrants from europe, i think of people who want to build a better life for themselves and their families by coming to the u.s. - legally.",0.16666999,0. think,2785111e-757f-11e2-ad47-88532e617cea
,,0,0,107,0,0,0,0,0,0,0,i really dont know about immigration or what it means,0.16666999,1. worried,27854a9e-757f-11e2-ad47-88532e617cea
,,1,1,420,0,0,1,1,0,0,1,"way to many
they get benefits that i don't 
they should go home and come back the right way",1,1. worried,2785791a-757f-11e2-ad47-88532e617cea
,,0,0,255,0,0,2,2,0,0,0,"social security
health coverage
job security
poverty level",0.833,1. worried,2785d3e2-757f-11e2-ad47-88532e617cea
,,0,1,309,0,0,0,1,1,2,0,americans are not receptive to speakers of other than english and people who live south of the rio grande. immigrants are treated poorly by average citizens.,0,1. worried,278601e6-757f-11e2-ad47-88532e617cea
,,0,2,262,0,0,0,0,0,0,0,the fact that congress doesn't have the balls to enforce the laws already on the books. i don't understand why they are debating new laws when there are enought get a hold on the issue. congress is mainly run by special interest groups and lobbyists and i don't foresee them ever doing anything substantial until the lobbyists are kicked out of washington.,0.833,1. worried,27863a08-757f-11e2-ad47-88532e617cea
,,0,1,141,0,0,1,1,0,0,0,"illegal immigrants, what this means for u.s., tax dollars not being paid",0.16666999,1. worried,278685a8-757f-11e2-ad47-88532e617cea
,,1,2,111,0,0,0,0,0,0,1,"it's not so much a worry as it is annoying.  if you want to come in the usa, fine, but do it legally. i resent the fact that i pay taxes, they don't and they take jobs from the legal immigrants.",0.833,1. worried,2786b6ea-757f-11e2-ad47-88532e617cea
,,0,0,104,0,0,0,0,0,0,0,mexicans.,0,0. think,2786fb8c-757f-11e2-ad47-88532e617cea
,,0,0,127,1,1,0,1,0,0,1,"legal entry into a country
that challenge of illegal entrants and how to eliminate them
bring me your tired, your poor....",1,0. think,27875244-757f-11e2-ad47-88532e617cea
